sp_Object,sp_Property,sp_Reference,sp_Type,sp_Format,sp_Nullable,sp_Reqd,sp_Enum,sp_Props
"""CRMNote_Todo_Model""","""id""","""""",String,"""uuid""",1,[],[],fromList []
"""ChangeClientDTO""","""tagIds""","""""",Array,"""""",1,[],[],fromList []
"""ChangeClientDTO""","""client""","""""",String,"""uuid""",0,[],[],fromList []
"""AdminFeeItem_SingleUpdateModel""","""support_item_id""","""""",String,"""uuid""",0,[],[],fromList []
"""AdminFeeItem_SingleUpdateModel""","""support_end_date""","""""",String,"""date-time""",0,[],[],fromList []
"""AdminFeeItem_SingleUpdateModel""","""invoiceItemId""","""""",String,"""uuid""",0,[],[],fromList []
"""AdminFeeItem_SingleUpdateModel""","""support_start_date""","""""",String,"""date-time""",0,[],[],fromList []
"""AdminFeeItem_SingleUpdateModel""","""unit_price""","""""",Number,"""double""",0,[],[],fromList []
"""AdminFeeItem_SingleUpdateModel""","""quantity""","""""",Number,"""double""",0,[],[],fromList []
"""AdminFeeItem_SingleUpdateModel""","""invoice_Type""","""InvoiceTypeEnum""",Null,"""""",0,[],[],fromList []
"""AdminFeeItem_SingleUpdateModel""","""clientId""","""""",String,"""uuid""",0,[],[],fromList []
"""Vendor_Generate_Statement_Model""","""start_date""","""""",String,"""date-time""",0,[],[],fromList []
"""Vendor_Generate_Statement_Model""","""vendor_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Vendor_Generate_Statement_Model""","""end_date""","""""",String,"""date-time""",0,[],[],fromList []
"""CRMNote_Add_Model""","""note_content""","""""",String,"""""",1,[],[],fromList []
"""CRMNote_Add_Model""","""status""","""CRMNoteStatus""",Null,"""""",0,[],[],fromList []
"""CRMNote_Add_Model""","""staff_id""","""""",String,"""uuid""",0,[],[],fromList []
"""CRMNote_Add_Model""","""note_title""","""""",String,"""""",1,[],[],fromList []
"""CRMNote_Add_Model""","""isreminder""","""""",Boolean,"""""",0,[],[],fromList []
"""Update_Client_Password_Model""","""old_password""","""""",String,"""""",1,[],[],fromList []
"""Update_Client_Password_Model""","""password""","""""",String,"""""",1,[],[],fromList []
"""TagUpdateItem""","""emailIds""","""""",Array,"""""",1,[],[],fromList []
"""TagUpdateItem""","""tagName""","""""",String,"""""",1,[],[],fromList []
"""TagUpdateItem""","""tagId""","""""",String,"""uuid""",0,[],[],fromList []
"""UpdateFundFileRecordModel""","""ndis_no""","""""",String,"""""",1,[],[],fromList []
"""UpdateFundFileRecordModel""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""Email_Update_Type""","""logMsg""","""""",String,"""""",1,[],[],fromList []
"""Email_Update_Type""","""is_System""","""""",Boolean,"""""",0,[],[],fromList []
"""Email_Update_Type""","""emailType""","""""",String,"""uuid""",0,[],[],fromList []
"""Email_Update_Type""","""typeName""","""""",String,"""""",1,[],[],fromList []
"""Email_Update_Type""","""emailId""","""""",String,"""uuid""",0,[],[],fromList []
"""Update_Support_Coordiantor_Profile_Model""","""contact_number""","""""",String,"""""",1,[],[],fromList []
"""Update_Support_Coordiantor_Profile_Model""","""last_name""","""""",String,"""""",1,[],[],fromList []
"""Update_Support_Coordiantor_Profile_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""Update_Support_Coordiantor_Profile_Model""","""first_name""","""""",String,"""""",1,[],[],fromList []
"""Update_Support_Coordiantor_Profile_Model""","""title_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Process_Split_Item_Model""","""account_from_bank""","""""",Number,"""double""",1,[],[],fromList []
"""Process_Split_Item_Model""","""payment_summary_split_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Client_Standing_Authority_Update_Model""","""client_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Client_Standing_Authority_Update_Model""","""request_by_date""","""""",String,"""date-time""",0,[],[],fromList []
"""Client_Standing_Authority_Update_Model""","""request_by""","""""",String,"""uuid""",0,[],[],fromList []
"""Client_Standing_Authority_Update_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""Client_Standing_Authority_Update_Model""","""is_enabled""","""""",Boolean,"""""",0,[],[],fromList []
"""Client_Standing_Authority_Update_Model""","""request_type""","""ClientRequestUserType""",Null,"""""",0,[],[],fromList []
"""Client_Standing_Authority_Update_Model""","""valid_months""","""""",Integer,"""int32""",0,[],[],fromList []
"""Client_Standing_Authority_Update_Model""","""is_limit""","""""",Boolean,"""""",0,[],[],fromList []
"""Client_Standing_Authority_Update_Model""","""limit_amount""","""""",Number,"""double""",0,[],[],fromList []
"""Client_Standing_Authority_Update_Model""","""request_by_time""","""""",String,"""date-time""",0,[],[],fromList []
"""Client_Standing_Authority_Update_Model""","""notes""","""""",String,"""""",1,[],[],fromList []
"""Client_User_Create_Account_Model""","""client_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Client_User_Create_Account_Model""","""status""","""UserStatusType""",Null,"""""",0,[],[],fromList []
"""Client_User_Create_Account_Model""","""username""","""""",String,"""""",1,[],[],fromList []
"""Client_User_Create_Account_Model""","""password""","""""",String,"""""",1,[],[],fromList []
"""CheckedInvoice_Model""","""payment_batch_checking_record_ids""","""""",Array,"""""",1,[],[],fromList []
"""CheckedInvoice_Model""","""payment_batch_id""","""""",String,"""uuid""",0,[],[],fromList []
"""CheckedInvoice_Model""","""payment_batch_name""","""""",String,"""""",1,[],[],fromList []
"""ApplySuspenseItemModel""","""suspenseItemIds""","""""",Array,"""""",1,[],[],fromList []
"""ApplySuspenseItemModel""","""reconciliationId""","""""",String,"""uuid""",0,[],[],fromList []
"""InvoiceItem_Update_Model""","""support_end_date""","""""",String,"""date-time""",0,[],[],fromList []
"""InvoiceItem_Update_Model""","""last_date_submitted_for_claim""","""""",String,"""date-time""",1,[],[],fromList []
"""InvoiceItem_Update_Model""","""support_start_date""","""""",String,"""date-time""",0,[],[],fromList []
"""InvoiceItem_Update_Model""","""ndis_support_item_id""","""""",String,"""uuid""",0,[],[],fromList []
"""InvoiceItem_Update_Model""","""total""","""""",Number,"""double""",0,[],[],fromList []
"""InvoiceItem_Update_Model""","""unit_price""","""""",Number,"""double""",0,[],[],fromList []
"""InvoiceItem_Update_Model""","""gst""","""""",Boolean,"""""",0,[],[],fromList []
"""InvoiceItem_Update_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""InvoiceItem_Update_Model""","""invoice_id""","""""",String,"""uuid""",0,[],[],fromList []
"""InvoiceItem_Update_Model""","""quantity""","""""",Number,"""double""",0,[],[],fromList []
"""ReverseToModel""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""Invoice_QuickUpload_RemoveTag_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""Invoice_QuickUpload_RemoveTag_Model""","""tag_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Email_Update_Note""","""logMsg""","""""",String,"""""",1,[],[],fromList []
"""Email_Update_Note""","""is_System""","""""",Boolean,"""""",0,[],[],fromList []
"""Email_Update_Note""","""note""","""""",String,"""""",1,[],[],fromList []
"""Email_Update_Note""","""emailId""","""""",String,"""uuid""",0,[],[],fromList []
"""HighRiskSupportItem_ListParameter""","""page""","""""",Integer,"""int32""",0,[],[],fromList []
"""HighRiskSupportItem_ListParameter""","""order_By""","""HighRiskSupportItem_QueryOrderByType""",Null,"""""",0,[],[],fromList []
"""HighRiskSupportItem_ListParameter""","""current_user_id""","""""",String,"""uuid""",1,[],[],fromList []
"""HighRiskSupportItem_ListParameter""","""list_all""","""""",Boolean,"""""",0,[],[],fromList []
"""HighRiskSupportItem_ListParameter""","""searchparams""","""""",String,"""""",1,[],[],fromList []
"""HighRiskSupportItem_ListParameter""","""is_deleted""","""""",Boolean,"""""",0,[],[],fromList []
"""HighRiskSupportItem_ListParameter""","""page_size""","""""",Integer,"""int32""",0,[],[],fromList []
"""Payment_Summary_Upload_Result_Model""","""file_name""","""""",String,"""""",1,[],[],fromList []
"""Payment_Summary_Upload_Result_Model""","""payment_summary_split_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Payment_Summary_Upload_Result_Model""","""file_path""","""""",String,"""""",1,[],[],fromList []
"""Payment_Summary_Upload_Result_Model""","""state_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Payment_Summary_Upload_Result_Model""","""cache_id""","""""",String,"""uuid""",0,[],[],fromList []
"""AddGroup""","""staff_Ids""","""""",Array,"""""",1,[],[],fromList []
"""AddGroup""","""types""","""""",Array,"""""",1,[],[],fromList []
"""AddGroup""","""groupName""","""""",String,"""""",1,[],[],fromList []
"""AddGroup""","""team_Ids""","""""",Array,"""""",1,[],[],fromList []
"""AIOCRSetting""","""ruleName""","""""",String,"""""",1,[],[],fromList []
"""AIOCRSetting""","""scanExtraKeys""","""""",String,"""""",1,[],[],fromList []
"""AIOCRSetting""","""typeKey""","""""",String,"""""",1,[],[],fromList []
"""AIOCRSetting""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""AIOCRSetting""","""scanKeys""","""""",String,"""""",1,[],[],fromList []
"""Update_Password_Model""","""old_password""","""""",String,"""""",1,[],[],fromList []
"""Update_Password_Model""","""password""","""""",String,"""""",1,[],[],fromList []
"""UpdateLogonHourItemModel""","""start_hours""","""TimeSpan""",Null,"""""",0,[],[],fromList []
"""UpdateLogonHourItemModel""","""end_hours""","""TimeSpan""",Null,"""""",0,[],[],fromList []
"""UpdateLogonHourItemModel""","""logonHours_setting_type""","""LogonHoursSettingType""",Null,"""""",0,[],[],fromList []
"""UpdateLogonHourItemModel""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""UpdateLogonHourItemModel""","""week""","""DayOfWeek""",Null,"""""",0,[],[],fromList []
"""Contact_Item""","""contact_number""","""""",String,"""""",1,[],[],fromList []
"""Contact_Item""","""invoice_authorisor""","""""",Boolean,"""""",0,[],[],fromList []
"""Contact_Item""","""email""","""""",String,"""""",1,[],[],fromList []
"""Contact_Item""","""last_name""","""""",String,"""""",1,[],[],fromList []
"""Contact_Item""","""other_realtionship""","""""",String,"""""",1,[],[],fromList []
"""Contact_Item""","""first_name""","""""",String,"""""",1,[],[],fromList []
"""Contact_Item""","""relationship_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Contact_Item""","""notes""","""""",String,"""""",1,[],[],fromList []
"""Contact_Item""","""title_id""","""""",String,"""uuid""",0,[],[],fromList []
"""AssignTagToVendoreDTO""","""tagIds""","""""",Array,"""""",1,[],[],fromList []
"""AssignTagToVendoreDTO""","""vendorIds""","""""",Array,"""""",1,[],[],fromList []
"""Client_User_Update_Account_Model""","""registeredWay""","""RegisteredType""",Null,"""""",0,[],[],fromList []
"""Client_User_Update_Account_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""Staff_Update_Ip_Access_Type_Model""","""allow_au_ips""","""""",Boolean,"""""",0,[],[],fromList []
"""Staff_Update_Ip_Access_Type_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""Staff_Update_Ip_Access_Type_Model""","""ip_access_type""","""IpAccessType""",Null,"""""",0,[],[],fromList []
"""ResendUserCodeModel""","""userId""","""""",String,"""uuid""",0,[],[],fromList []
"""ResendUserCodeModel""","""password""","""""",String,"""""",1,[],[],fromList []
"""RemoveAutoReplyEmailSettingCommand""","""ip""","""""",String,"""""",1,[],[],fromList []
"""RemoveAutoReplyEmailSettingCommand""","""occurredOn""","""""",String,"""date-time""",0,[],[],fromList []
"""RemoveAutoReplyEmailSettingCommand""","""action""","""""",String,"""""",1,[],[],fromList []
"""RemoveAutoReplyEmailSettingCommand""","""validators""","""""",Object,"""""",1,[],[],fromList []
"""RemoveAutoReplyEmailSettingCommand""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""RemoveAutoReplyEmailSettingCommand""","""lock_BusinessIds""","""""",Array,"""""",1,[],[],fromList []
"""RemoveAutoReplyEmailSettingCommand""","""executeResult""","""CommandExecuteResult""",Null,"""""",0,[],[],fromList []
"""RemoveAutoReplyEmailSettingCommand""","""operator""","""AuthenticateUser""",Null,"""""",0,[],[],fromList []
"""RemoveAutoReplyEmailSettingCommand""","""errors""","""""",Array,"""""",1,[],[],fromList []
"""RemoveAutoReplyEmailSettingCommand""","""logBusinessId""","""""",String,"""uuid""",1,[],[],fromList []
"""OnePriceStateUpdateModel""","""price_control""","""NDISSupportItemPriceControlType""",Null,"""""",0,[],[],fromList []
"""OnePriceStateUpdateModel""","""isValid""","""""",Boolean,"""""",0,[],[],fromList []
"""OnePriceStateUpdateModel""","""is_delete""","""""",Boolean,"""""",0,[],[],fromList []
"""OnePriceStateUpdateModel""","""price_guide_id""","""""",String,"""uuid""",0,[],[],fromList []
"""OnePriceStateUpdateModel""","""price""","""""",String,"""""",1,[],[],fromList []
"""OnePriceStateUpdateModel""","""price_val""","""""",Number,"""double""",1,[],[],fromList []
"""OnePriceStateUpdateModel""","""support_item_price_guide_id""","""""",String,"""uuid""",1,[],[],fromList []
"""CRMNoteReminder_Update_Model""","""source_type""","""CRMNoteType""",Null,"""""",0,[],[],fromList []
"""CRMNoteReminder_Update_Model""","""reminder_date""","""""",String,"""date-time""",0,[],[],fromList []
"""CRMNoteReminder_Update_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""CRMNoteReminder_Update_Model""","""staff_id""","""""",Array,"""""",1,[],[],fromList []
"""CRMNoteReminder_Update_Model""","""reminder_type""","""CRMNoteReminderType""",Null,"""""",0,[],[],fromList []
"""CRMNoteReminder_Update_Model""","""source_id""","""""",String,"""uuid""",0,[],[],fromList []
"""CRMNoteReminder_Update_Model""","""note_id""","""""",String,"""uuid""",0,[],[],fromList []
"""RemoveTagToVendoreDTO""","""tagIds""","""""",Array,"""""",1,[],[],fromList []
"""RemoveTagToVendoreDTO""","""vendorIds""","""""",Array,"""""",1,[],[],fromList []
"""AddSelectAnswer_Model""","""is_correct""","""""",Boolean,"""""",0,[],[],fromList []
"""AddSelectAnswer_Model""","""content""","""""",String,"""""",1,[],[],fromList []
"""AddSelectAnswer_Model""","""invoice_id""","""""",String,"""uuid""",0,[],[],fromList []
"""StaffRoleDefine_Add_Model""","""role_name""","""""",String,"""""",1,[],[],fromList []
"""StaffRoleDefine_Add_Model""","""permissions""","""StaffRole_Permissions""",Null,"""""",0,[],[],fromList []
"""StaffRoleDefine_Add_Model""","""notes""","""""",String,"""""",1,[],[],fromList []
"""CRMProviderNote_Add_Model""","""client_id""","""""",String,"""uuid""",1,[],[],fromList []
"""CRMProviderNote_Add_Model""","""todoList""","""""",Array,"""""",1,[],[],fromList []
"""CRMProviderNote_Add_Model""","""is_link_to_invoice""","""""",Boolean,"""""",0,[],[],fromList []
"""CRMProviderNote_Add_Model""","""reminder_staff""","""""",Array,"""""",1,[],[],fromList []
"""CRMProviderNote_Add_Model""","""provider_id""","""""",String,"""uuid""",0,[],[],fromList []
"""CRMProviderNote_Add_Model""","""content""","""""",String,"""""",1,[],[],fromList []
"""CRMProviderNote_Add_Model""","""reminder_date""","""""",String,"""date-time""",1,[],[],fromList []
"""CRMProviderNote_Add_Model""","""append""","""""",String,"""""",1,[],[],fromList []
"""CRMProviderNote_Add_Model""","""id""","""""",String,"""uuid""",1,[],[],fromList []
"""CRMProviderNote_Add_Model""","""invoice_id""","""""",String,"""uuid""",1,[],[],fromList []
"""CRMProviderNote_Add_Model""","""is_link_to_client""","""""",Boolean,"""""",0,[],[],fromList []
"""CRMProviderNote_Add_Model""","""isreminder""","""""",Boolean,"""""",0,[],[],fromList []
"""CRMProviderNote_Add_Model""","""note_id""","""""",String,"""uuid""",1,[],[],fromList []
"""CRMProviderNote_Add_Model""","""subject""","""""",String,"""""",1,[],[],fromList []
"""Vendor_InvoiceItem_Update_Model""","""support_end_date""","""""",String,"""date-time""",0,[],[],fromList []
"""Vendor_InvoiceItem_Update_Model""","""support_start_date""","""""",String,"""date-time""",0,[],[],fromList []
"""Vendor_InvoiceItem_Update_Model""","""ndis_support_item_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Vendor_InvoiceItem_Update_Model""","""unit_price""","""""",Number,"""double""",0,[],[],fromList []
"""Vendor_InvoiceItem_Update_Model""","""gst""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_InvoiceItem_Update_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""Vendor_InvoiceItem_Update_Model""","""invoice_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Vendor_InvoiceItem_Update_Model""","""quantity""","""""",Number,"""double""",0,[],[],fromList []
"""ClientApplication_Upload_Files_Result_Item_For_Company_Portal""","""file_name""","""""",String,"""""",1,[],[],fromList []
"""ClientApplication_Upload_Files_Result_Item_For_Company_Portal""","""key""","""""",String,"""""",1,[],[],fromList []
"""ClientApplication_Upload_Files_Result_Item_For_Company_Portal""","""file_id""","""""",String,"""""",1,[],[],fromList []
"""Update_Myplace_Type_Model""","""payment_summary_split_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Update_Myplace_Type_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""Update_Myplace_Type_Model""","""myplace_type""","""Payment_Summary_MyPlace_Type""",Null,"""""",0,[],[],fromList []
